KEGG_ID,Name,Path
K07637,"two-component system, OmpR family, sensor histidine kinase PhoQ [EC:2.7.13.3]",Environmental Information Processing; Signal transduction; Two-component system | Human Diseases; Drug resistance: Antimicrobial; Cationic antimicrobial peptide (CAMP) resistance | Brite Hierarchies; Protein families: metabolism; Protein kinases | Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system | Brite Hierarchies; Protein families: signaling and cellular processes; Antimicrobial resistance genes
K07638,"two-component system, OmpR family, osmolarity sensor histidine kinase EnvZ [EC:2.7.13.3]",Environmental Information Processing; Signal transduction; Two-component system | Cellular Processes; Cellular community - prokaryotes; Biofilm formation - Escherichia coli | Brite Hierarchies; Protein families: metabolism; Protein kinases | Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system
K07639,"two-component system, OmpR family, sensor histidine kinase RstB [EC:2.7.13.3]",Environmental Information Processing; Signal transduction; Two-component system | Brite Hierarchies; Protein families: metabolism; Protein kinases | Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system
K07640,"two-component system, OmpR family, sensor histidine kinase CpxA [EC:2.7.13.3]",Environmental Information Processing; Signal transduction; Two-component system | Human Diseases; Drug resistance: Antimicrobial; Cationic antimicrobial peptide (CAMP) resistance | Brite Hierarchies; Protein families: metabolism; Protein kinases | Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system
K07641,"two-component system, OmpR family, sensor histidine kinase CreC [EC:2.7.13.3]",Environmental Information Processing; Signal transduction; Two-component system | Brite Hierarchies; Protein families: metabolism; Protein kinases | Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system
K07642,"two-component system, OmpR family, sensor histidine kinase BaeS [EC:2.7.13.3]",Environmental Information Processing; Signal transduction; Two-component system | Brite Hierarchies; Protein families: metabolism; Protein kinases | Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system
K07645,"two-component system, OmpR family, sensor histidine kinase QseC [EC:2.7.13.3]",Environmental Information Processing; Signal transduction; Two-component system | Cellular Processes; Cellular community - prokaryotes; Quorum sensing | Brite Hierarchies; Protein families: metabolism; Protein kinases | Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system
K07646,"two-component system, OmpR family, sensor histidine kinase KdpD [EC:2.7.13.3]",Environmental Information Processing; Signal transduction; Two-component system | Brite Hierarchies; Protein families: metabolism; Protein kinases | Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system
K07647,"two-component system, OmpR family, sensor histidine kinase TorS [EC:2.7.13.3]",Environmental Information Processing; Signal transduction; Two-component system | Brite Hierarchies; Protein families: metabolism; Protein kinases | Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system
K07649,"two-component system, OmpR family, sensor histidine kinase TctE [EC:2.7.13.3]",Environmental Information Processing; Signal transduction; Two-component system | Brite Hierarchies; Protein families: metabolism; Protein kinases | Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system
K07654,"two-component system, OmpR family, sensor histidine kinase MtrB [EC:2.7.13.3]",Environmental Information Processing; Signal transduction; Two-component system | Brite Hierarchies; Protein families: metabolism; Protein kinases | Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system
K07657,"two-component system, OmpR family, phosphate regulon response regulator PhoB",Environmental Information Processing; Signal transduction; Two-component system | Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system
K07658,"two-component system, OmpR family, alkaline phosphatase synthesis response regulator PhoP",Environmental Information Processing; Signal transduction; Two-component system | Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system
K07659,"two-component system, OmpR family, phosphate regulon response regulator OmpR",Environmental Information Processing; Signal transduction; Two-component system | Cellular Processes; Cellular community - prokaryotes; Biofilm formation - Escherichia coli | Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system
K07660,"two-component system, OmpR family, response regulator PhoP",Environmental Information Processing; Signal transduction; Two-component system | Human Diseases; Drug resistance: Antimicrobial; Cationic antimicrobial peptide (CAMP) resistance | Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system | Brite Hierarchies; Protein families: signaling and cellular processes; Antimicrobial resistance genes
K07661,"two-component system, OmpR family, response regulator RstA",Environmental Information Processing; Signal transduction; Two-component system | Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system
K07662,"two-component system, OmpR family, response regulator CpxR",Environmental Information Processing; Signal transduction; Two-component system | Human Diseases; Drug resistance: Antimicrobial; Cationic antimicrobial peptide (CAMP) resistance | Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system
K07663,"two-component system, OmpR family, catabolic regulation response regulator CreB",Environmental Information Processing; Signal transduction; Two-component system | Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system
K07665,"two-component system, OmpR family, copper resistance phosphate regulon response regulator CusR",Environmental Information Processing; Signal transduction; Two-component system | Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system | Brite Hierarchies; Protein families: signaling and cellular processes; Antimicrobial resistance genes
K07666,"two-component system, OmpR family, response regulator QseB",Environmental Information Processing; Signal transduction; Two-component system | Cellular Processes; Cellular community - prokaryotes; Quorum sensing | Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system
K07667,"two-component system, OmpR family, KDP operon response regulator KdpE",Environmental Information Processing; Signal transduction; Two-component system | Cellular Processes; Cellular community - prokaryotes; Quorum sensing | Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system
K07674,"two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarQ [EC:2.7.13.3]",Environmental Information Processing; Signal transduction; Two-component system | Brite Hierarchies; Protein families: metabolism; Protein kinases | Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system
K07675,"two-component system, NarL family, sensor histidine kinase UhpB [EC:2.7.13.3]",Environmental Information Processing; Signal transduction; Two-component system | Brite Hierarchies; Protein families: metabolism; Protein kinases | Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system
K07678,"two-component system, NarL family, sensor histidine kinase BarA [EC:2.7.13.3]",Environmental Information Processing; Signal transduction; Two-component system | Cellular Processes; Cellular community - prokaryotes; Biofilm formation - Vibrio cholerae | Cellular Processes; Cellular community - prokaryotes; Biofilm formation - Pseudomonas aeruginosa | Cellular Processes; Cellular community - prokaryotes; Biofilm formation - Escherichia coli | Brite Hierarchies; Protein families: metabolism; Protein kinases | Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system
K07679,"two-component system, NarL family, sensor histidine kinase EvgS [EC:2.7.13.3]",Environmental Information Processing; Signal transduction; Two-component system | Human Diseases; Infectious diseases: Bacterial; Pertussis | Brite Hierarchies; Protein families: metabolism; Protein kinases | Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system
K07684,"two-component system, NarL family, nitrate/nitrite response regulator NarL",Environmental Information Processing; Signal transduction; Two-component system | Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system
K07685,"two-component system, NarL family, nitrate/nitrite response regulator NarP",Environmental Information Processing; Signal transduction; Two-component system | Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system
K07686,"two-component system, NarL family, uhpT operon response regulator UhpA",Environmental Information Processing; Signal transduction; Two-component system | Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system
K07689,"two-component system, NarL family, invasion response regulator UvrY",Environmental Information Processing; Signal transduction; Two-component system | Cellular Processes; Cellular community - prokaryotes; Biofilm formation - Vibrio cholerae | Cellular Processes; Cellular community - prokaryotes; Biofilm formation - Pseudomonas aeruginosa | Cellular Processes; Cellular community - prokaryotes; Biofilm formation - Escherichia coli | Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system
K07693,"two-component system, NarL family, response regulator DesR",Environmental Information Processing; Signal transduction; Two-component system | Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system
K07696,"two-component system, NarL family, response regulator NreC",Environmental Information Processing; Signal transduction; Two-component system | Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system
K07701,"two-component system, CitB family, sensor histidine kinase DcuS [EC:2.7.13.3]",Environmental Information Processing; Signal transduction; Two-component system | Brite Hierarchies; Protein families: metabolism; Protein kinases | Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system
K07708,"two-component system, NtrC family, nitrogen regulation sensor histidine kinase GlnL [EC:2.7.13.3]",Environmental Information Processing; Signal transduction; Two-component system | Brite Hierarchies; Protein families: metabolism; Protein kinases | Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system
K07712,"two-component system, NtrC family, nitrogen regulation response regulator GlnG",Environmental Information Processing; Signal transduction; Two-component system | Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system
K07713,"two-component system, NtrC family, response regulator HydG",Environmental Information Processing; Signal transduction; Two-component system | Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system
K07714,"two-component system, NtrC family, response regulator AtoC",Environmental Information Processing; Signal transduction; Two-component system | Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system
K07715,"two-component system, NtrC family, response regulator GlrR",Environmental Information Processing; Signal transduction; Two-component system | Cellular Processes; Cellular community - prokaryotes; Quorum sensing | Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system
K07716,"two-component system, cell cycle sensor histidine kinase PleC [EC:2.7.13.3]",Environmental Information Processing; Signal transduction; Two-component system | Cellular Processes; Cell growth and death; Cell cycle - Caulobacter | Brite Hierarchies; Protein families: metabolism; Protein kinases | Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system
K07720,"two-component system, response regulator YesN",Environmental Information Processing; Signal transduction; Two-component system | Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system
K07724,Ner family transcriptional regulator,Brite Hierarchies; Protein families: genetic information processing; Transcription factors
K07726,putative transcriptional regulator,Brite Hierarchies; Protein families: genetic information processing; Transcription factors
K07733,prophage regulatory protein,Brite Hierarchies; Protein families: genetic information processing; Transcription factors
K07734,transcriptional regulator,Brite Hierarchies; Protein families: genetic information processing; Transcription factors
K07735,putative transcriptional regulator,Brite Hierarchies; Protein families: genetic information processing; Transcription factors
K07738,transcriptional repressor NrdR,Brite Hierarchies; Protein families: genetic information processing; Transcription factors
K07740,regulator of sigma D,Not Included in Pathway or Brite; Unclassified: genetic information processing; Transcription
K07741,anti-repressor protein,Not Included in Pathway or Brite; Unclassified: genetic information processing; Transcription
K07746,antitoxin ParD1/3/4,Brite Hierarchies; Protein families: signaling and cellular processes; Prokaryotic defense system
K07749,formyl-CoA transferase [EC:2.8.3.16],Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers
K07750,methylsterol monooxygenase [EC:1.14.18.9],Metabolism; Lipid metabolism; Steroid biosynthesis
K07751,PepB aminopeptidase [EC:3.4.11.23],Metabolism; Metabolism of other amino acids; Glutathione metabolism | Brite Hierarchies; Protein families: metabolism; Peptidases
K07755,arsenite methyltransferase [EC:2.1.1.137],Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers
K07759,poly(ADP-ribose) glycohydrolase [EC:3.2.1.143],Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers
K07767,katanin p60 ATPase-containing subunit A1 [EC:5.6.1.1],Brite Hierarchies; Protein families: signaling and cellular processes; Cytoskeleton proteins
K07768,"two-component system, OmpR family, sensor histidine kinase SenX3 [EC:2.7.13.3]",Environmental Information Processing; Signal transduction; Two-component system | Brite Hierarchies; Protein families: metabolism; Protein kinases | Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system
K07773,"two-component system, OmpR family, aerobic respiration control protein ArcA",Environmental Information Processing; Signal transduction; Two-component system | Cellular Processes; Cellular community - prokaryotes; Biofilm formation - Escherichia coli | Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system
K07774,"two-component system, OmpR family, response regulator TctD",Environmental Information Processing; Signal transduction; Two-component system | Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system
K07776,"two-component system, OmpR family, response regulator RegX3",Environmental Information Processing; Signal transduction; Two-component system | Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system
K07777,"two-component system, NarL family, sensor histidine kinase DegS [EC:2.7.13.3]",Environmental Information Processing; Signal transduction; Two-component system | Brite Hierarchies; Protein families: metabolism; Protein kinases | Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system
K07778,"two-component system, NarL family, sensor histidine kinase DesK [EC:2.7.13.3]",Environmental Information Processing; Signal transduction; Two-component system | Brite Hierarchies; Protein families: metabolism; Protein kinases | Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system
K07780,"AraC family transcriptional regulator, transcriptional regulator required for anaerobic and stationary phase induction of genes",Environmental Information Processing; Signal transduction; Two-component system | Brite Hierarchies; Protein families: genetic information processing; Transcription factors
K07782,"LuxR family transcriptional regulator, quorum-sensing system regulator SdiA",Environmental Information Processing; Signal transduction; Two-component system | Cellular Processes; Cellular community - prokaryotes; Quorum sensing | Cellular Processes; Cellular community - prokaryotes; Biofilm formation - Escherichia coli | Brite Hierarchies; Protein families: genetic information processing; Transcription factors
K07783,"MFS transporter, OPA family, sugar phosphate sensor protein UhpC",Environmental Information Processing; Signal transduction; Two-component system | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters
K07787,Cu(I)/Ag(I) efflux system membrane protein CusA/SilA,Environmental Information Processing; Signal transduction; Two-component system | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters
K07788,multidrug efflux pump,Environmental Information Processing; Signal transduction; Two-component system | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters
K07789,multidrug efflux pump,Environmental Information Processing; Signal transduction; Two-component system | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters
K07790,putative membrane protein PagO,Environmental Information Processing; Signal transduction; Two-component system
K07791,anaerobic C4-dicarboxylate transporter DcuA,Brite Hierarchies; Protein families: signaling and cellular processes; Transporters
K07792,anaerobic C4-dicarboxylate transporter DcuB,Environmental Information Processing; Signal transduction; Two-component system | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters
K07793,putative tricarboxylic transport membrane protein,Environmental Information Processing; Signal transduction; Two-component system | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters
K07794,putative tricarboxylic transport membrane protein,Environmental Information Processing; Signal transduction; Two-component system | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters
K07795,putative tricarboxylic transport membrane protein,Environmental Information Processing; Signal transduction; Two-component system | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters
K07798,"membrane fusion protein, Cu(I)/Ag(I) efflux system",Environmental Information Processing; Signal transduction; Two-component system | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters
K07799,"membrane fusion protein, multidrug efflux system",Environmental Information Processing; Signal transduction; Two-component system | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters
K07811,trimethylamine-N-oxide reductase (cytochrome c) [EC:1.7.2.3],Metabolism; Energy metabolism; Methane metabolism | Environmental Information Processing; Signal transduction; Two-component system | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters
K07814,putative two-component system response regulator,Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system
K07823,3-oxoadipyl-CoA thiolase [EC:2.3.1.174],Metabolism; Xenobiotics biodegradation and metabolism; Benzoate degradation
K07830,Ras-related protein R-Ras2,Environmental Information Processing; Signal transduction; Ras signaling pathway | Environmental Information Processing; Signal transduction; MAPK signaling pathway | Environmental Information Processing; Signal transduction; Apelin signaling pathway | Environmental Information Processing; Signal transduction; Phospholipase D signaling pathway | Environmental Information Processing; Signal transduction; cAMP signaling pathway | Cellular Processes; Transport and catabolism; Autophagy - animal | Cellular Processes; Transport and catabolism; Mitophagy - animal | Cellular Processes; Cell growth and death; Cellular senescence | Cellular Processes; Cell motility; Regulation of actin cytoskeleton | Organismal Systems; Immune system; C-type lectin receptor signaling pathway | Human Diseases; Cancers: Overview; Proteoglycans in cancer | Brite Hierarchies; Protein families: signaling and cellular processes; Exosome | Brite Hierarchies; Protein families: signaling and cellular processes; GTP-binding proteins
K07862,serine/threonine transporter,Brite Hierarchies; Protein families: signaling and cellular processes; Transporters
K07874,Ras-related protein Rab-1A,Human Diseases; Infectious diseases: Bacterial; Legionellosis | Brite Hierarchies; Protein families: genetic information processing; Membrane trafficking | Brite Hierarchies; Protein families: signaling and cellular processes; Exosome | Brite Hierarchies; Protein families: signaling and cellular processes; GTP-binding proteins
K07877,Ras-related protein Rab-2A,Environmental Information Processing; Signal transduction; AMPK signaling pathway | Brite Hierarchies; Protein families: genetic information processing; Membrane trafficking | Brite Hierarchies; Protein families: signaling and cellular processes; Exosome | Brite Hierarchies; Protein families: signaling and cellular processes; GTP-binding proteins
K07889,Ras-related protein Rab-5C,Environmental Information Processing; Signal transduction; Ras signaling pathway | Cellular Processes; Transport and catabolism; Endocytosis | Cellular Processes; Transport and catabolism; Phagosome | Organismal Systems; Excretory system; Vasopressin-regulated water reabsorption | Human Diseases; Infectious diseases: Bacterial; Tuberculosis | Human Diseases; Infectious diseases: Parasitic; Amoebiasis | Brite Hierarchies; Protein families: genetic information processing; Membrane trafficking | Brite Hierarchies; Protein families: signaling and cellular processes; Exosome | Brite Hierarchies; Protein families: signaling and cellular processes; GTP-binding proteins
K07893,Ras-related protein Rab-6A,Brite Hierarchies; Protein families: genetic information processing; Membrane trafficking | Brite Hierarchies; Protein families: signaling and cellular processes; Exosome | Brite Hierarchies; Protein families: signaling and cellular processes; GTP-binding proteins
K07901,Ras-related protein Rab-8A,Environmental Information Processing; Signal transduction; AMPK signaling pathway | Cellular Processes; Transport and catabolism; Endocytosis | Cellular Processes; Cellular community - eukaryotes; Tight junction | Organismal Systems; Digestive system; Pancreatic secretion | Brite Hierarchies; Protein families: genetic information processing; Membrane trafficking | Brite Hierarchies; Protein families: genetic information processing; Chromosome and associated proteins | Brite Hierarchies; Protein families: signaling and cellular processes; Exosome | Brite Hierarchies; Protein families: signaling and cellular processes; GTP-binding proteins
K07915,Ras-related protein Rab-28,Brite Hierarchies; Protein families: signaling and cellular processes; GTP-binding proteins
K07931,Rab-like protein 2,Brite Hierarchies; Protein families: signaling and cellular processes; GTP-binding proteins
K07936,GTP-binding nuclear protein Ran,Genetic Information Processing; Translation; RNA transport | Genetic Information Processing; Translation; Ribosome biogenesis in eukaryotes | Human Diseases; Infectious diseases: Viral; Human T-cell leukemia virus 1 infection | Brite Hierarchies; Protein families: genetic information processing; Messenger RNA biogenesis | Brite Hierarchies; Protein families: genetic information processing; Ribosome biogenesis | Brite Hierarchies; Protein families: genetic information processing; Transfer RNA biogenesis | Brite Hierarchies; Protein families: genetic information processing; Chromosome and associated proteins | Brite Hierarchies; Protein families: signaling and cellular processes; Exosome | Brite Hierarchies; Protein families: signaling and cellular processes; GTP-binding proteins
K07937,ADP-ribosylation factor 1,Environmental Information Processing; Signal transduction; Phospholipase D signaling pathway | Cellular Processes; Transport and catabolism; Endocytosis | Human Diseases; Infectious diseases: Bacterial; Vibrio cholerae infection | Human Diseases; Infectious diseases: Bacterial; Legionellosis | Brite Hierarchies; Protein families: genetic information processing; Membrane trafficking | Brite Hierarchies; Protein families: signaling and cellular processes; Exosome | Brite Hierarchies; Protein families: signaling and cellular processes; GTP-binding proteins
K07938,ADP-ribosylation factor 3,Cellular Processes; Transport and catabolism; Endocytosis | Brite Hierarchies; Protein families: genetic information processing; Membrane trafficking | Brite Hierarchies; Protein families: signaling and cellular processes; Exosome | Brite Hierarchies; Protein families: signaling and cellular processes; GTP-binding proteins
K07939,ADP-ribosylation factor 4,Brite Hierarchies; Protein families: genetic information processing; Membrane trafficking | Brite Hierarchies; Protein families: signaling and cellular processes; Exosome | Brite Hierarchies; Protein families: signaling and cellular processes; GTP-binding proteins
K07941,ADP-ribosylation factor 6,Environmental Information Processing; Signal transduction; Ras signaling pathway | Environmental Information Processing; Signal transduction; Phospholipase D signaling pathway | Cellular Processes; Transport and catabolism; Endocytosis | Organismal Systems; Immune system; Fc gamma R-mediated phagocytosis | Brite Hierarchies; Protein families: genetic information processing; Membrane trafficking | Brite Hierarchies; Protein families: signaling and cellular processes; Exosome | Brite Hierarchies; Protein families: signaling and cellular processes; GTP-binding proteins
K07944,ADP-ribosylation factor-like protein 3,Brite Hierarchies; Protein families: genetic information processing; Chromosome and associated proteins | Brite Hierarchies; Protein families: signaling and cellular processes; GTP-binding proteins
K07952,ADP-ribosylation factor related protein 1,Brite Hierarchies; Protein families: genetic information processing; Membrane trafficking | Brite Hierarchies; Protein families: signaling and cellular processes; GTP-binding proteins
K07953,GTP-binding protein SAR1 [EC:3.6.5.-],"Genetic Information Processing; Folding, sorting and degradation; Protein processing in endoplasmic reticulum | Human Diseases; Infectious diseases: Bacterial; Legionellosis | Brite Hierarchies; Protein families: genetic information processing; Membrane trafficking | Brite Hierarchies; Protein families: signaling and cellular processes; GTP-binding proteins"
K07975,"Rho family, other",Brite Hierarchies; Protein families: signaling and cellular processes; GTP-binding proteins
K07976,"Rab family, other",Brite Hierarchies; Protein families: signaling and cellular processes; GTP-binding proteins
K07977,"Arf/Sar family, other",Brite Hierarchies; Protein families: signaling and cellular processes; GTP-binding proteins
K08054,calnexin,"Genetic Information Processing; Folding, sorting and degradation; Protein processing in endoplasmic reticulum | Cellular Processes; Transport and catabolism; Phagosome | Organismal Systems; Immune system; Antigen processing and presentation | Organismal Systems; Endocrine system; Thyroid hormone synthesis | Human Diseases; Infectious diseases: Viral; Human T-cell leukemia virus 1 infection | Brite Hierarchies; Protein families: genetic information processing; Chaperones and folding catalysts | Brite Hierarchies; Protein families: genetic information processing; Membrane trafficking | Brite Hierarchies; Protein families: signaling and cellular processes; Lectins"
K08057,calreticulin,"Genetic Information Processing; Folding, sorting and degradation; Protein processing in endoplasmic reticulum | Cellular Processes; Transport and catabolism; Phagosome | Organismal Systems; Immune system; Antigen processing and presentation | Human Diseases; Infectious diseases: Viral; Human T-cell leukemia virus 1 infection | Human Diseases; Infectious diseases: Viral; Human immunodeficiency virus 1 infection | Human Diseases; Infectious diseases: Viral; Human cytomegalovirus infection | Human Diseases; Infectious diseases: Viral; Epstein-Barr virus infection | Human Diseases; Infectious diseases: Parasitic; Chagas disease (American trypanosomiasis) | Brite Hierarchies; Protein families: genetic information processing; Chaperones and folding catalysts | Brite Hierarchies; Protein families: signaling and cellular processes; Lectins"
K08059,"interferon, gamma-inducible protein 30",Organismal Systems; Immune system; Antigen processing and presentation
K08070,2-alkenal reductase [EC:1.3.1.74],Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers
K08082,"two-component system, LytTR family, sensor histidine kinase AlgZ [EC:2.7.13.3]",Environmental Information Processing; Signal transduction; Two-component system | Brite Hierarchies; Protein families: metabolism; Protein kinases | Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system
K08083,"two-component system, LytTR family, response regulator AlgR",Environmental Information Processing; Signal transduction; Two-component system | Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system
K08084,type IV fimbrial biogenesis protein FimT,Brite Hierarchies; Protein families: signaling and cellular processes; Secretion system
K08085,type IV fimbrial biogenesis protein FimU,Brite Hierarchies; Protein families: signaling and cellular processes; Secretion system
K08086,pilus assembly protein FimV,Not Included in Pathway or Brite; Unclassified: signaling and cellular processes; Cell motility
K08137,"MFS transporter, SP family, galactose:H+ symporter",Brite Hierarchies; Protein families: signaling and cellular processes; Transporters
K08139,"MFS transporter, SP family, sugar:H+ symporter",Cellular Processes; Cell growth and death; Meiosis - yeast | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters
K08142,"MFS transporter, SP family, solute carrier family 2 (facilitated glucose transporter), member 3",Brite Hierarchies; Protein families: signaling and cellular processes; Transporters
K08150,"MFS transporter, SP family, solute carrier family 2 (myo-inositol transporter), member 13",Brite Hierarchies; Protein families: signaling and cellular processes; Transporters
K08151,"MFS transporter, DHA1 family, tetracycline resistance protein",Brite Hierarchies; Protein families: signaling and cellular processes; Transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Antimicrobial resistance genes
K08153,"MFS transporter, DHA1 family, multidrug resistance protein",Brite Hierarchies; Protein families: signaling and cellular processes; Transporters
K08154,"MFS transporter, DHA1 family, 2-module integral membrane pump EmrD",Brite Hierarchies; Protein families: signaling and cellular processes; Transporters
K08160,"MFS transporter, DHA1 family, multidrug/chloramphenicol efflux transport protein",Brite Hierarchies; Protein families: signaling and cellular processes; Transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Antimicrobial resistance genes
K08163,"MFS transporter, DHA1 family, multidrug resistance protein",Brite Hierarchies; Protein families: signaling and cellular processes; Transporters
K08166,"MFS transporter, DHA2 family, methylenomycin A resistance protein",Brite Hierarchies; Protein families: signaling and cellular processes; Transporters
K08167,"MFS transporter, DHA2 family, multidrug resistance protein",Brite Hierarchies; Protein families: signaling and cellular processes; Transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Antimicrobial resistance genes
K08173,"MFS transporter, MHS family, metabolite:H+ symporter",Brite Hierarchies; Protein families: signaling and cellular processes; Transporters
K08176,"MFS transporter, PHS family, inorganic phosphate transporter",Brite Hierarchies; Protein families: signaling and cellular processes; Transporters
K08177,"MFS transporter, OFA family, oxalate/formate antiporter",Brite Hierarchies; Protein families: signaling and cellular processes; Transporters
K08178,"MFS transporter, SHS family, lactate transporter",Brite Hierarchies; Protein families: signaling and cellular processes; Transporters
K08191,"MFS transporter, ACS family, hexuronate transporter",Brite Hierarchies; Protein families: signaling and cellular processes; Transporters
K08193,"MFS transporter, ACS family, solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), other",Brite Hierarchies; Protein families: signaling and cellular processes; Transporters
K08194,"MFS transporter, ACS family, D-galactonate transporter",Brite Hierarchies; Protein families: signaling and cellular processes; Transporters
K08214,"MFS transporter, OCT family, solute carrier family 22 (organic cation transporter), member 18",Brite Hierarchies; Protein families: signaling and cellular processes; Transporters
K08217,"MFS transporter, DHA3 family, macrolide efflux protein",Brite Hierarchies; Protein families: signaling and cellular processes; Transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Antimicrobial resistance genes
K08218,"MFS transporter, PAT family, beta-lactamase induction signal transducer AmpG",Human Diseases; Drug resistance: Antimicrobial; beta-Lactam resistance | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters
K08219,"MFS transporter, UMF2 family, putative MFS family transporter protein",Brite Hierarchies; Protein families: signaling and cellular processes; Transporters
K08220,"MFS transporter, FLVCR family, feline leukemia virus subgroup C receptor-related protein",Brite Hierarchies; Protein families: signaling and cellular processes; Transporters
K08221,"MFS transporter, ACDE family, multidrug resistance protein",Brite Hierarchies; Protein families: signaling and cellular processes; Transporters
K08223,"MFS transporter, FSR family, fosmidomycin resistance protein",Brite Hierarchies; Protein families: signaling and cellular processes; Transporters
K08224,"MFS transporter, YNFM family, putative membrane transport protein",Brite Hierarchies; Protein families: signaling and cellular processes; Transporters
K08225,"MFS transporter, ENTS family, enterobactin (siderophore) exporter",Brite Hierarchies; Protein families: signaling and cellular processes; Transporters
K08234,glyoxylase I family protein,Not Included in Pathway or Brite; Unclassified: metabolism; Amino acid metabolism
K08244,"alpha-glucan, water dikinase [EC:2.7.9.4]",Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers
K08245,phytepsin [EC:3.4.23.40],Brite Hierarchies; Protein families: metabolism; Peptidases
K08246,cycloeucalenol cycloisomerase [EC:5.5.1.9],Metabolism; Lipid metabolism; Steroid biosynthesis
K08259,lysostaphin [EC:3.4.24.75],Brite Hierarchies; Protein families: metabolism; Peptidases | Brite Hierarchies; Protein families: metabolism; Peptidoglycan biosynthesis and degradation proteins
